,Representative,Metric,Num,Unit
4569,2Y7P,Kd,11.8,uM
4570,2Y7K,Kd,11.8,uM
4571,3HX3,Kd,10.0,nM
4572,4RUS,Kd,0.3,mM
4573,3Q9N,Kd,130.0,nM
4574,3Q9U,Kd,130.0,nM
4575,4C0R,Kd,12.2,uM
4576,2YFZ,Kd,0.565,uM
4577,2YG0,Kd,3.44,mM
4578,1ZHS,Kd,2.9,uM
4579,1N8V,Kd,0.93,uM
4580,1N8U,Kd,0.93,uM
4581,4AFH,Ki,0.29,nM
4582,4AFG,Ki,5.0,nM
4583,4B5D,Ki,12.8,nM
4584,5V13,Kd,23.3,nM
4585,2XN3,Kd,89.0,nM
4586,5MB4,Kd,0.45,uM
4587,5HWV,Kd,8.5,uM
4588,3SQP,ic50,7.0,uM
4589,1U1B,Kd,16.0,nM
4590,1Z6D,Ki,4.6,mM
4591,1O0H,Ki,1.2,uM
4592,3D7B,Ki,203.0,uM
4593,3D6Q,Ki,172.0,uM
4594,2W5I,Ki,4.7,uM
4595,3D8Y,Ki,396.0,uM
4596,3D6O,Ki,77.0,uM
4597,3LXO,Kd,15.0,uM
4598,1O0O,Ki,8.0,uM
4599,3D6P,Ki,179.0,uM
4600,4G8V,Ki,1.6,uM
4601,4WYZ,Kd,50.0,uM
4602,1W4Q,Ki,5.5,uM
4603,1O0F,Ki,5.0,uM
4604,4RSK,Kd,47.4,uM
4605,2W5K,Ki,12.0,uM
4606,2G8R,Ki,103.0,uM
4607,1QHC,Ki,27.0,nM
4608,4WYP,Kd,440.0,uM
4609,1O0M,Ki,7.1,uM
4610,1W4O,Ki,5.85,uM
4611,2XOG,Ki,370.0,uM
4612,1W4P,Ki,18.0,uM
4613,1AFL,Ki,520.0,nM
4614,4G8Y,Ki,25.8,uM
4615,1JN4,Ki,11.3,uM
4616,1O0N,Ki,82.0,uM
4617,1AFK,Ki,240.0,nM
4618,2XOI,Ki,370.0,uM
4619,2W5L,Ki,63.0,uM
4620,1Z6S,Ki,63.0,uM
4621,4G90,Ki,30.8,uM
4622,2W5G,Ki,0.86,uM
4623,3D8Z,Ki,423.0,uM
4624,2BZZ,Ki,0.37,uM
4625,2C05,Ki,1.9,uM
4626,1HI3,Ki,64.0,uM
4627,2C01,Ki,21.0,uM
4628,2C02,Ki,21.0,uM
4629,1HI5,Ki,92.0,uM
4630,1HI4,Ki,32.0,uM
4631,3DJV,Ki,27.9,uM
4632,3DJO,Ki,40.8,uM
4633,3DJQ,Ki,1046.4,uM
4634,3DJP,Ki,63.2,uM
4635,3DJX,Ki,1557.0,uM
4636,1T26,ic50,0.14,uM
4637,1T24,ic50,0.65,uM
4638,1CET,Ki,1.3,mM
4639,1T25,ic50,1.1,uM
4640,4ZVV,ic50,0.003,uM
4641,4QO7,Kd,3.5,uM
4642,4AJE,Kd,210.0,uM
4643,4I9H,Kd,0.068,uM
4644,4AJP,Kd,0.09300000000000001,uM
4645,4R68,ic50,6.0,nM
4646,4AJH,Kd,210.0,uM
4647,4AJH,Kd,770.0,uM
4648,4RLS,ic50,0.36,uM
4649,4QO8,Kd,1.8,uM
4650,4AJ4,Kd,130.0,uM
4651,4I8X,Kd,2300.0,uM
4652,4AJN,Kd,0.069,uM
4653,4M49,Kd,5.0,uM
4654,4I9N,Kd,360.0,uM
4655,4I9N,Kd,1300.0,uM
4656,4AJK,Kd,770.0,uM
4657,4AJJ,Kd,280.0,uM
4658,4AJJ,Kd,770.0,uM
4659,4AL4,Kd,0.13,uM
4660,5IXS,ic50,0.042,uM
4661,4AJI,Kd,280.0,uM
4662,4AJO,Kd,0.09300000000000001,uM
4663,4JNK,Kd,5.1,uM
4664,4AJL,Kd,160.0,uM
4665,5NQB,Ki,27.0,mM
4666,5NQQ,Ki,2.3,mM
4667,4I9U,Kd,137.0,uM
4668,4AJ1,Kd,770.0,uM
4669,1PZG,Ki,25.0,mM
4670,4L6C,Ki,2.71,uM
4671,4NFL,Ki,22.1,uM
4672,1Q91,Ki,70.0,uM
4673,4MWO,Ki,7.9,uM
4674,1QXO,Kd,20.0,nM
4675,3WYJ,ic50,1.9,uM
4676,1X09,Kd,520.0,uM
4677,5CQJ,ic50,7.5,uM
4678,1X07,Kd,520.0,uM
4679,1X08,Kd,520.0,uM
4680,4ONC,Kd,410.0,nM
4681,1CSI,Ki,1.6,nM
4682,1CSS,Ki,0.8,uM
4683,1CSR,Ki,42.0,nM
4684,1CSH,Ki,28.0,nM
4685,4B5W,Kd,26.9,mM
4686,5ABF,Ki,14.0,uM
4687,5M7S,Ki,0.9,nM
4688,5M7U,Kd,8.0,nM
4689,5V49,ic50,50.0,nM
4690,5J59,ic50,50.0,nM
4691,1PFY,ic50,7.0,nM
4692,1PFU,Kd,1900.0,uM
4693,1PG0,Kd,1.0,uM
4694,5K0S,ic50,0.006,uM
4695,4PY2,ic50,0.272,uM
4696,3NZW,ic50,1.5,uM
4697,4D81,Kd,0.4,uM
4698,1VJY,Ki,0.023,uM
4699,1RW8,ic50,0.175,uM
4700,3GXL,ic50,0.025,uM
4701,2WOT,ic50,44.0,nM
4702,2WOU,ic50,72.0,nM
4703,3HMM,ic50,0.025,uM
4704,1PY5,ic50,51.0,nM
4705,2VL1,Ki,45.0,mM
4706,4TWP,Ki,100.0,pM
4707,3IK3,ic50,2.0,nM
4708,3QRJ,ic50,4.0,nM
4709,3OY3,ic50,35.8,nM
4710,5HU9,ic50,25.0,nM
4711,2G2H,Ki,1.0,uM
4712,3CS9,ic50,33.0,uM
4713,3KFA,ic50,25.0,nM
4714,4WA9,Ki,3800.0,pM
4715,2HYY,ic50,170.0,nM
4716,2HZI,ic50,70.0,nM
4717,3KF4,ic50,0.5,nM
4718,2HZ0,ic50,330.0,nM
4719,2E2B,ic50,11.0,nM
4720,2V7A,Kd,0.005,uM
4721,3QRI,ic50,0.8,nM
4722,1FPU,Ki,37.0,nM
4723,3OXZ,ic50,8.6,nM
4724,1IEP,ic50,100.0,nM
4725,3QRK,ic50,57.0,nM
4726,2HIW,ic50,8.0,nM
4727,3G5D,ic50,0.0004,uM
4728,5BMM,Ki,0.01,uM
4729,3G6H,ic50,4.6,nM
4730,4FIC,ic50,20.0,uM
4731,4MXO,Kd,0.73,nM
4732,3G6G,ic50,18.0,nM
4733,3U51,ic50,25.0,uM
4734,3F3T,ic50,64.1,uM
4735,3EL8,ic50,25.0,nM
4736,4LGG,ic50,4.0,nM
4737,2OIQ,Kd,42.0,uM
4738,4YBK,Kd,15.0,nM
4739,3F3U,ic50,1.0,uM
4740,3U4W,ic50,0.13,uM
4741,4O2P,Ki,0.2,uM
4742,2BDJ,ic50,0.00045,uM
4743,2BDF,ic50,0.067,uM
4744,3EN6,ic50,0.235,uM
4745,3UQF,Ki,0.2,uM
4746,4U5J,ic50,2.92,uM
4747,5USZ,Kd,106.0,nM
4748,5UT4,Kd,42.0,uM
4749,5UT6,Kd,57.3,uM
4750,4F4P,ic50,0.6,nM
4751,3TUC,ic50,100.0,nM
4752,4I0R,ic50,14.0,nM
4753,5LMB,ic50,16.0,nM
4754,5TR6,ic50,3.2,nM
4755,4XG4,ic50,21.5,nM
4756,4WNM,Ki,18.0,nM
4757,4PV0,Kd,4.0,nM
4758,4FYO,ic50,47.0,nM
4759,5LMA,ic50,0.25,uM
4760,3FQE,Ki,0.02,uM
4761,4I0T,ic50,26.0,nM
4762,4FL1,Kd,520.0,uM
4763,4RX8,ic50,35.0,nM
4764,5CXZ,ic50,552.0,nM
4765,5TT7,ic50,13.0,nM
4766,5CY3,ic50,16.0,nM
4767,3TUD,ic50,2.1,nM
4768,4FZ6,ic50,127.0,nM
4769,4XG6,ic50,9.7,nM
4770,3VF9,ic50,358.2,nM
4771,3FQH,ic50,0.57,uM
4772,3FQS,ic50,0.040999999999999995,uM
4773,4DFL,ic50,2.4,uM
4774,5TIU,ic50,5.0,nM
4775,1XBC,ic50,0.012,uM
4776,4PUZ,ic50,7.7,nM
4777,4XG3,ic50,17.5,nM
4778,4XG7,ic50,32.6,nM
4779,3TUB,ic50,320.0,nM
4780,4XG8,ic50,1.9,nM
4781,1XBB,Ki,5.0,uM
4782,4RX7,ic50,5.0,nM
4783,4RSS,ic50,1.7,nM
4784,5CXH,ic50,5.0,nM
4785,3VF8,ic50,150.0,nM
4786,5C26,ic50,0.17,uM
4787,4PX6,ic50,4.0,nM
4788,4RX9,ic50,19.0,nM
4789,4DFN,ic50,0.04,uM
4790,4I0S,ic50,36.0,nM
4791,4EWH,Ki,0.0003,uM
4792,3EQR,Ki,0.002,uM
4793,5DA3,ic50,80.0,nM
4794,5FBN,ic50,0.17,nM
4795,4OTF,ic50,0.006,uM
4796,5BQ0,ic50,15.0,nM
4797,3PIZ,ic50,3.5,uM
4798,5JRS,ic50,30.0,nM
4799,5FBO,ic50,0.31,nM
4800,5KUP,ic50,7.5,nM
4801,4NWM,ic50,0.038,uM
4802,4RFY,ic50,100.0,nM
4803,4ZLY,ic50,3.5,uM
4804,5U9D,ic50,0.00055,uM
4805,5VGO,Ki,1.28,nM
4806,3PJ3,ic50,5.6,uM
4807,3PIX,ic50,0.1,uM
4808,3PJ2,ic50,7.2,uM
4809,5T18,ic50,0.5,nM
4810,4Z3V,ic50,4.0,nM
4811,4RG0,ic50,50.0,nM
4812,3PJ1,ic50,0.048,uM
4813,4RFZ,ic50,40.0,nM
4814,4ZLZ,ic50,100.0,nM
4815,4RX5,ic50,3.0,nM
4816,4E+93,ic50,45.8,nM
4817,4WOV,ic50,72.0,nM
4818,3VRY,ic50,7.7,nM
4819,1Y57,ic50,1633.0,nM
4820,3KRR,ic50,0.48,nM
4821,3LPB,ic50,42.0,nM
4822,4E4M,Ki,11.0,nM
4823,4HGE,Ki,11.9,nM
4824,5CF6,ic50,8.2,nM
4825,2XA4,ic50,0.003,uM
4826,5TQ4,ic50,4.2,nM
4827,3FUP,ic50,21.7,nM
4828,3JY9,Ki,0.001,uM
4829,5CF5,ic50,2.5,nM
4830,3E+62,ic50,40.9,uM
4831,4E6D,Ki,0.88,nM
4832,3TJC,ic50,0.031,uM
4833,4D0X,ic50,0.008,uM
4834,4GMY,Ki,0.027999999999999997,uM
4835,4D0W,ic50,0.02,uM
4836,4C61,ic50,0.004,uM
4837,5CF8,ic50,1.1,nM
4838,4JIA,Ki,0.0006,uM
4839,4D1S,ic50,0.022000000000000002,uM
4840,4BBF,ic50,2.2,nM
4841,3E+64,ic50,0.078,uM
4842,5WEV,Ki,0.15,uM
4843,4E6Q,Ki,4.56,nM
4844,5TQ5,ic50,58.8,nM
4845,2B7A,ic50,1.0,nM
4846,3E+63,ic50,1.6,uM
4847,5TQ6,ic50,123.6,nM
4848,4YTF,Ki,0.006999999999999999,uM
4849,5AEP,ic50,0.068,uM
4850,4GFM,Ki,0.06,uM
4851,3Q32,ic50,0.0018,uM
4852,3RVG,ic50,5.0,nM
4853,5TQ8,ic50,23.1,nM
4854,4YTH,Ki,0.002,uM
4855,4BBE,ic50,3.6,nM
4856,3IOK,Ki,0.0002,uM
4857,5CF4,ic50,40.0,nM
4858,5L3A,Kd,13.0,uM
4859,4F09,Ki,10.0,nM
4860,4AQC,ic50,0.9,nM
4861,3KCK,Ki,0.0008,uM
4862,3BZ3,ic50,1.5,nM
4863,2JKK,ic50,6.24,nM
4864,4K9Y,Kd,0.111,uM
4865,4Q9S,ic50,156.0,uM
4866,4GU6,Kd,44.0,nM
4867,4KAO,Kd,0.77,uM
4868,2JKM,ic50,17.76,nM
4869,4GU9,Kd,43.0,uM
4870,4EBV,ic50,0.99,uM
4871,2JKO,ic50,7.7,nM
4872,4I4E,ic50,0.5,uM
4873,4I4F,ic50,0.64,uM
4874,4BRX,ic50,0.32,uM
4875,4C7T,ic50,0.14,uM
4876,5HX8,ic50,0.1,nM
4877,4IVB,Ki,1.9,nM
4878,4EI4,Ki,1.8,nM
4879,4IVC,Ki,0.1,nM
4880,3EYG,ic50,1.6,nM
4881,4K77,Ki,235.0,nM
4882,4EHZ,Ki,10.0,nM
4883,4I5C,Ki,1.5,nM
4884,4IVD,Ki,0.3,nM
4885,5E1E,ic50,0.022000000000000002,uM
4886,4E5W,Ki,22.0,nM
4887,3EYH,ic50,20.0,nM
4888,4E4N,Ki,0.9,nM
4889,4E4L,Ki,1.7,nM
4890,4FK6,Ki,0.2,nM
4891,4GJ3,Ki,1.4,nM
4892,4GFO,Ki,0.24,uM
4893,4GII,Ki,1.8,nM
4894,3NYX,Ki,32.0,nM
4895,4GJ2,Ki,2.5,nM
4896,5WAL,Ki,0.0017,uM
4897,4GIH,Ki,0.0048,uM
4898,3LXN,Ki,4.4,nM
4899,5TO8,ic50,3.1,nM
4900,4H1J,ic50,1200.0,nM
4901,3FZT,ic50,637.0,nM
4902,3H3C,ic50,140.0,nM
4903,4H1M,ic50,78.0,nM
4904,3FZS,ic50,1.5,uM
4905,4XLI,Kd,0.17,nM
4906,2H8H,ic50,2.7,nM
4907,3LXK,Ki,0.2,nM
4908,3PJC,ic50,27.0,nM
4909,4HVH,ic50,19.0,nM
4910,5LWM,ic50,9.0,nM
4911,4I6Q,ic50,0.03,uM
4912,3ZC6,ic50,0.6,nM
4913,4HVD,ic50,1.4,nM
4914,4HVI,ic50,68.9,nM
4915,3ZEP,ic50,0.022000000000000002,uM
4916,4QT1,ic50,7.0,nM
4917,5LWN,ic50,17.0,nM
4918,4CSV,Ki,910.0,nM
4919,5H2U,ic50,7.0,nM
4920,4RFM,Ki,0.09,nM
4921,3QGW,Ki,1.3,uM
4922,3V8W,ic50,8.6,nM
4923,4M13,Kd,0.2,uM
4924,3QGY,Ki,0.016,uM
4925,1SM2,Ki,10.0,nM
4926,3MJ1,Kd,2.1,nM
4927,3MIY,Kd,21.0,nM
4928,3V8T,ic50,0.3,nM
4929,3V5L,ic50,7.0,nM
4930,4L7S,Ki,15.8,nM
4931,4M12,Kd,0.9,uM
4932,4QD6,Ki,2.3,nM
4933,4PQN,Ki,0.7,nM
4934,4M0Z,Kd,6.4,uM
4935,4KIO,ic50,0.5,uM
4936,4MF1,Ki,1.9,nM
4937,3MJ2,Kd,15.0,nM
4938,4M0Y,Kd,8.2,uM
4939,5C03,Kd,15.0,uM
4940,2OFV,ic50,0.2,nM
4941,2OFU,ic50,3.0,uM
4942,2OF2,ic50,0.081,uM
4943,3BYS,ic50,0.5,nM
4944,3B2W,ic50,0.6,nM
4945,1QPE,ic50,20.0,nM
4946,3BYU,ic50,0.8,nM
4947,3BYM,ic50,0.006,uM
4948,2ZM1,ic50,220.0,nM
4949,3KXZ,ic50,0.035,uM
4950,3MPM,ic50,30.0,nM
4951,3BYO,ic50,7.0,nM
4952,2OG8,ic50,0.5,nM
4953,4FL3,Kd,150.0,uM
4954,4FL2,Kd,220.0,uM
4955,5VC5,Kd,11.0,nM
4956,5VC3,Kd,77.5,nM
4957,3BI6,ic50,15.0,nM
4958,1X8B,ic50,97.0,nM
4959,5VC6,Kd,13.6,nM
4960,5VC4,Kd,43.7,nM
4961,5V5Y,Kd,13.4,nM
4962,3BIZ,ic50,58.0,nM
4963,2IN6,ic50,0.023,uM
4964,2IO6,ic50,0.03,uM
4965,4HXJ,Kd,74.3,uM
4966,2HK5,ic50,46.0,nM
4967,3SRV,ic50,32.0,nM
4968,3TWD,ic50,0.018000000000000002,uM
4969,4AA7,ic50,2.0,uM
4970,1E8G,Kd,1.8,uM
4971,1QLU,Kd,22.0,uM
4972,1QLT,Kd,4.6,mM
4973,1AL8,Ki,4.8,uM
4974,2RDT,Ki,15.0,nM
4975,1V97,Kd,5.3,nM
4976,3E9K,Ki,60.0,uM
4977,4BQS,Ki,62.0,uM
4978,4L6H,ic50,4.0,mM
4979,3NTY,Ki,0.86,nM
4980,1XJB,Kd,0.88,uM
4981,3C3U,Ki,5.9,nM
4982,2YC5,ic50,0.035,uM
4983,2YC3,ic50,0.14,uM
4984,4NAK,ic50,1.4,uM
4985,2YCM,ic50,274.0,uM
4986,5MRP,ic50,3.0,uM
4987,4NAN,ic50,19.0,uM
4988,5MRM,ic50,9.3,uM
4989,4NAL,ic50,2.2,uM
4990,5MRO,ic50,2.0,uM
4991,5BO9,Kd,250.0,uM
4992,3HMO,ic50,0.102,uM
4993,3HMP,ic50,38.41,uM
4994,4YLL,ic50,0.12,uM
4995,5A4T,ic50,1.3,uM
4996,5A4Q,ic50,2.9,uM
4997,5A3X,ic50,0.8,uM
4998,4YLK,ic50,0.18,uM
4999,2WU6,ic50,29.2,nM
5000,2WU7,ic50,530.0,nM
5001,5N87,ic50,0.9,nM
5002,5N9S,ic50,2.4,nM
5003,5MRB,Kd,471.0,nM
5004,5N93,Ki,7.7,nM
5005,5EI6,ic50,0.099,uM
5006,3WZK,ic50,58.0,nM
5007,5EHY,ic50,0.81,uM
5008,5N84,ic50,6.7,nM
5009,5EI8,ic50,0.008,uM
5010,4D2S,ic50,0.02,uM
5011,5X8I,ic50,2.0,nM
5012,2VAG,ic50,19.7,nM
5013,5J1W,ic50,0.19,uM
5014,3MKN,Ki,76.0,uM
5015,5YAS,Ki,0.55,mM
5016,1BQ4,Ki,6.0,uM
5017,1Q6D,Kd,0.46,mM
5018,1Q6E,Kd,2.4,mM
5019,1BFN,Ki,1.64,mM
5020,1WDQ,Kd,10.45,mM
5021,1WDR,Kd,3.05,mM
5022,1Q6C,Kd,5.1,mM
5023,1Q6G,Kd,8.8,mM
5024,2XG9,Ki,70.0,uM
5025,1PBK,Ki,0.9,nM
5026,5D75,Kd,200.0,nM
5027,2FWP,Kd,0.78,uM
5028,2FW6,Kd,1.2,mM
5029,2IXH,Ka,11600.0,M^-1
5030,2IXI,Ka,1320.0,M^-1
5031,1U1W,Kd,1.4,uM
5032,1QIN,Ki,10.0,nM
5033,3VW9,ic50,0.011000000000000001,uM
5034,2ZA0,ic50,0.23,uM
5035,4X2A,Ki,0.183,uM
5036,4KYK,Ki,18.0,uM
5037,1HDR,Kd,0.034,uM
5038,1FO3,ic50,0.2,uM
5039,1FO2,ic50,20.0,uM
5040,3EQ9,ic50,0.81,nM
5041,3DDU,ic50,40.0,nM
5042,1UOO,Kd,0.29,uM
5043,4BCD,ic50,0.033,uM
5044,4I6H,ic50,0.005,uM
5045,4I5M,ic50,0.0088,uM
5046,4I5P,ic50,0.377,uM
5047,4I6B,ic50,1.45,uM
5048,4O6W,ic50,0.001,uM
5049,1Q4K,Kd,280.0,nM
5050,3HIK,Kd,0.262,uM
5051,4X9V,ic50,0.013999999999999999,uM
5052,3FVH,Kd,0.447,uM
5053,1UMW,Kd,280.0,nM
5054,4RCP,ic50,4.42,uM
5055,4LKL,ic50,0.82,uM
5056,4LKM,ic50,0.46,uM
5057,4X9W,ic50,0.14,uM
5058,4WHH,ic50,0.04,uM
5059,4DFW,ic50,0.013999999999999999,uM
5060,3RQ7,ic50,0.017,uM
5061,5DMS,Kd,29.58,uM
5062,3P36,Kd,2.14,uM
5063,4X9R,ic50,0.015,uM
5064,3BZI,Kd,1.05,mM
5065,3FC2,ic50,0.87,nM
5066,2RKU,ic50,8.0,nM
5067,4J53,ic50,2.0,nM
5068,2YAC,ic50,0.003,uM
5069,4J52,ic50,3.0,nM
5070,4A4L,ic50,0.015,uM
5071,2OU7,ic50,140.0,uM
5072,3KB7,ic50,0.006999999999999999,uM
5073,5TA6,ic50,1.5,nM
5074,THB3.00,ic50,2.0,nM
5075,2OWB,ic50,0.34,uM
5076,3VEH,Ki,11.0,uM
5077,3ST6,Ki,240.0,uM
5078,3RV6,Ki,21.0,uM
5079,3RV9,Ki,12.0,uM
5080,3RV7,Ki,14.0,uM
5081,3RV8,Ki,12.0,uM
5082,1G0N,Ki,25.0,nM
5083,1G0O,Ki,14.0,nM
5084,1DOH,Ki,2.4,nM
5085,3RUN,Kd,3.6,uM
5086,3DN4,Ka,51800.0,M^-1
5087,1LI2,Kd,91.0,uM
5088,4W53,Kd,102.0,uM
5089,2OTZ,Kd,357.0,uM
5090,1LI6,Ka,6300.0,M^-1
5091,2OTY,Kd,21.0,uM
5092,4W54,Kd,68.0,uM
5093,1L83,Kd,0.4,mM
5094,3HT8,Kd,0.12,mM
5095,3DNA,Ka,40900.0,M^-1
5096,1NHB,Ka,14800.0,M^-1
5097,3HUA,Kd,0.278,mM
5098,2F47,Kd,148.0,mM
5099,185L,Kd,289.0,uM
5100,186L,Kd,14.0,uM
5101,3GUK,Ka,14100.0,M^-1
5102,5JWV,Ka,14100.0,M^-1
5103,4W52,Kd,175.0,uM
5104,3HU8,Kd,0.79,mM
5105,182L,Ka,8900.0,M^-1
5106,3HT6,Kd,0.36,mM
5107,5JWS,Ka,9000.0,M^-1
5108,3HUQ,Kd,0.25,mM
5109,3DMX,Kd,58.5,uM
5110,188L,Kd,469.0,uM
5111,4W57,Kd,14.0,uM
5112,5JWT,Ka,18900.0,M^-1
5113,3GUM,Ka,6610.0,M^-1
5114,181L,Ka,5700.0,M^-1
5115,3DN3,Ka,3330.0,M^-1
5116,1LI3,Kd,56.0,uM
5117,5JWU,Ka,87700.0,M^-1
5118,3GUL,Ka,22800.0,M^-1
5119,184L,Ka,51000.0,M^-1
5120,3GUO,Ka,9150.0,M^-1
5121,3HTB,Kd,73.9,uM
5122,187L,Kd,422.0,uM
5123,4W55,Kd,18.0,uM
5124,3GUJ,Ka,37200.0,M^-1
5125,1LGW,Kd,100.0,uM
5126,2OU0,Kd,592.0,uM
5127,220L,Kd,1.0,mM
5128,3HUK,Kd,0.35,mM
5129,223L,Kd,0.4,mM
5130,3HT7,Kd,0.28,mM
5131,183L,Ka,5170.0,M^-1
5132,2F32,Kd,73.0,mM
5133,5JWW,Ka,20800.0,M^-1
5134,4HP0,Kd,0.76,uM
5135,1AT5,Kd,6.99e-05,M
5136,1HEW,Kd,10.0,uM
5137,1LZB,Kd,13.0,uM
5138,4HPI,Kd,14.2,uM
5139,4ZEE,Kd,1.51,mM
5140,1LZG,Kd,0.14,mM
5141,1LZE,Kd,83.0,uM
5142,1AT6,Kd,8.499999999999999e-05,M
5143,4EKQ,Kd,2.0,uM
5144,4I7M,Ka,13900.0,M^-1
5145,4I7J,Kd,480.0,uM
5146,4I7P,Ka,3155.0,M^-1
5147,4I7L,Kd,103.0,uM
5148,4I7K,Kd,905.0,uM
5149,1OBA,Kd,3.6,mM
5150,1BB6,Ka,500000.0,M^-1
5151,1BB7,Ka,15000.0,M^-1
5152,4PHU,Kd,16.0,nM
5153,2IFW,Ki,0.12,nM
5154,3WEO,Ki,0.888,uM
5155,3WEL,Ki,2.66,uM
5156,4B9Z,Ki,81.4,uM
5157,2ZQ0,Ki,0.15,uM
5158,2JKP,Ki,59.0,uM
5159,2JKE,Ki,59.0,uM
5160,1MAI,Kd,210.0,nM
5161,1DJX,Kd,1.7,uM
5162,1YWO,Kd,12.5,uM
5163,1KUK,Ki,0.124,mM
5164,1KUI,Ki,0.16899999999999998,mM
5165,1KUG,Ki,160.0,uM
5166,4MOB,ic50,0.0729,mM
5167,2NSX,ic50,59.0,nM
5168,2WCG,ic50,4.0,uM
5169,2V3E,Ki,0.3,uM
5170,2XWE,Ka,2113.0,M^-1
5171,2V3D,Ki,116.0,uM
5172,3RIK,ic50,3.4,mM
5173,3RIL,ic50,146.0,uM
5174,4AAW,ic50,0.5,uM
5175,4AC3,ic50,110.0,uM
5176,5T2Y,ic50,2.2,uM
5177,5TYH,ic50,8.4,mM
5178,4BQH,Kd,2.58,uM
5179,1ZDQ,Kd,21.4,mM
5180,1ZDS,Kd,71.3,mM
5181,3WOL,Ki,0.41,mM
5182,3WON,Ki,0.41,mM
5183,3WOM,Ki,0.41,mM
5184,1TRD,Ki,4.0,uM
5185,1IIH,Ki,1.3,mM
5186,5I3K,Ki,12.0,uM
5187,5I3I,Ki,2.6,mM
5188,2V2C,Ki,0.39,mM
5189,5I3H,Ki,120.0,uM
5190,1KV5,Ki,60.0,uM
5191,4TIM,Ki,6.9,mM
5192,6TIM,Ki,0.61,mM
5193,2V2H,Ki,0.17,mM
5194,2J27,Ki,0.3,mM
5195,2YPI,Ki,15.0,uM
5196,1LYX,Ki,0.028999999999999998,mM
5197,2VFI,Ki,1.9,mM
5198,3TAO,Kd,7.28,uM
5199,1TPW,Ki,0.5,mM
5200,1QDS,Ki,0.048,mM
5201,1AMK,Ki,0.05,mM
5202,4BI7,Kd,26.4,uM
5203,4BI6,Kd,113.3,uM
5204,4O97,Ki,3.0,nM
5205,2GV6,Ki,0.046,uM
5206,4R0I,Ki,0.3,uM
5207,2GV7,Ki,0.013999999999999999,uM
5208,4O9V,Ki,10.0,nM
5209,5UOX,ic50,5.012,nM
5210,5V24,ic50,400.0,nM
5211,4BIE,ic50,0.79,uM
5212,5T8O,Ki,0.31,uM
5213,5T8P,Ki,1.28,uM
5214,4BHN,ic50,13.0,nM
5215,4BIB,ic50,0.63,uM
5216,4Y85,ic50,13.0,nM
5217,5CEO,Ki,0.0005,uM
5218,5CEQ,Ki,0.042,uM
5219,5CEP,Ki,0.145,uM
5220,4IDT,ic50,0.1,uM
5221,5HES,ic50,4.0,nM
5222,4LWA,Kd,1.1,uM
5223,4LWB,Kd,4.4,uM
5224,2VJ8,Ki,0.002,uM
5225,3FUK,ic50,966.0,uM
5226,3FU6,ic50,106.0,uM
5227,3FUI,ic50,0.157,uM
5228,3FU5,ic50,75.2,uM
5229,2R59,Ki,6.5,nM
5230,5N3W,ic50,0.5,uM
5231,3CHP,ic50,5400.0,nM
5232,4L2L,Ki,2.3,uM
5233,3B7R,Ki,20.0,nM
5234,3FUN,ic50,0.18899999999999997,uM
5235,3CHR,ic50,61.0,nM
5236,5AEN,ic50,0.06,uM
5237,3FUE,ic50,1510.0,uM
5238,3FH8,ic50,180.0,nM
5239,5BPP,ic50,15.86,uM
5240,3FTV,ic50,1667.0,uM
5241,3CHQ,ic50,20.0,nM
5242,3FUL,ic50,199.0,uM
5243,3FTS,ic50,212.0,uM
5244,3FUM,ic50,170.0,uM
5245,3FTY,ic50,619.0,uM
5246,3FTU,ic50,247.0,uM
5247,3FH7,Kd,25.0,nM
5248,3FUJ,ic50,234.0,uM
5249,3FU0,ic50,5308.0,uM
5250,3FH5,ic50,87.0,nM
5251,3CHO,ic50,280.0,nM
5252,3FUD,ic50,1077.0,uM
5253,3FU3,ic50,1443.0,uM
5254,4MKT,Ki,2.3,uM
5255,4RLT,Kd,10.9,uM
5256,3RSR,Kd,44.0,uM
5257,5IM3,Kd,1.5,uM
5258,5CUQ,ic50,7.7,uM
5259,1CHM,Ki,0.22,mM
5260,3UTU,Ki,0.012,nM
5261,4BAQ,Ki,0.98,nM
5262,2C8Z,ic50,1.0,mM
5263,4BAH,Ki,2.01,nM
5264,2C90,ic50,330.0,uM
5265,3SHC,Ki,1.9,uM
5266,3SI3,Ki,69.3,uM
5267,4BAM,Ki,1.14,nM
5268,4YES,Ki,9.6,nM
5269,3DUX,Ki,100.0,nM
5270,1K22,Ki,4.0,nM
5271,2ZHQ,Ki,0.75,uM
5272,2ZGX,Ki,180.0,nM
5273,2ZC9,Ki,180.0,nM
5274,1G32,Ki,780.0,nM
5275,3F68,Ki,8.7,uM
5276,2ZFP,Ki,6.8,uM
5277,1A4W,Ki,1.2,uM
5278,2ZGB,Ki,0.54,uM
5279,3SI4,Ki,132.2,uM
5280,2C8X,ic50,220.0,nM
5281,1C5O,Ki,320.0,uM
5282,1D4P,Ka,2000000.0,M^-1
5283,3SHA,Ki,2.6,uM
5284,2ZNK,Ki,0.02,uM
5285,3QX5,Ki,63.5,uM
5286,4BAK,Ki,1.22,nM
5287,3P17,Ki,33.4,uM
5288,1GHV,Ki,45.0,uM
5289,2ZI2,Ki,5.7,uM
5290,1QBV,Ki,4100.0,nM
5291,3EGK,Ki,22.0,uM
